て/で,"接续イAくて／ナAで／Nで
意思  润滑、连接前后文
功能场景用于表达的场景
例句
①新幹線は速くて、安全です。/新干线既快又安全。
②この部屋は広くて、明るい。/这个房间既大又明亮。
③昨夜は暑くて、寝られなかった。/昨天很热，睡不着。
④山崎さんは親切で、やさしい人です。/山崎既热情又热情。
⑤（10年ぶりに会った人に）あなたが元気で、ほんとうによかった。/对10年没见面的人，你还是那么精神，真好。
⑥林さんは中国人で、田中さんは日本人です。/小林是中国人，田中是日本人。
解析
１）イ形容詞、ナ形容詞、名詞の「て」の形、「で」の形によって、緩やかにつながれた文である。
２）前後の言葉によっていろいろな意味になる。①②④は重ね、③⑤は意味の弱い原因１）由イ形容词、ナ形容词、名词的「て形」，以及「で」形松缓地连接前后两个半句。
２）前后使用的词语不同，意义的变化也就很不同。例句①②④为叠加、例句③⑤为轻微意义上的原因
",N3
あいだ 【間】,"接续普通形（Ｎの）＋間
意思  …的期间，在…期间内
功能场景用于表达的场景
例句
①わたしは夏の間、ずっと北海道にいました。/这个夏天，我一直在北海道。
②両親が旅行をしている間、ぼくが毎日食事を作りました。/父母旅行期间，我一直自己做饭。
③兄がゲームをしている間、弟はそばで見ています。/哥哥玩游戏的时候，弟弟在旁边看着。
解析
「間｣は時間幅のある状態を表す言葉につながり、「その時間ずっと」という意味を表す。後にも継続する動作や状態を表す言葉が来る。「～間」是表示时间段的词语，（其前面词语表示的动作）在时间上有延续性，这个句型含有“在那个时候一直（在做那件事）”的意思。后面出现的动词也是表示持续性的动作或状态的动词。
注意
「～間」表示在某一段时间里，某种动作或状态一直在持续着，谓语是持续动词。
",N3
あいだに 【間に】,"接续普通形（Ｎの）＋間に
意思  在…期间内，在…结束之前，趁着…
功能场景用于表达的场景
例句
①夏休みの間に引っ越ししたいです。/想在暑假期间搬家。
②わたしがいない間にだれか来たのでしょうか。門が少し開いています。/我不在的时候有谁来了吧，门稍微开了点。
③日本にいる間に１度富士山に登りたい。/在日本的期间想去一次富士山。
解析
｢間に｣は時間幅のある状態を表す言葉につながり、「その時間幅が終わる前に」という意味を表す。後には瞬間性のことを言う表現が来る。「～間に」是表示时间段的词语，这个句型的含义是“在这个时间段结束之前（做某事），后面出现的句子一定是表达瞬间性的事件”的。
注意
「～間に」表示持续的某一点或一段时间里，发生了某个动作，谓语是瞬间性动词。
",N3
にする,"接续Ｎに＋する
意思  决定
功能场景用于表达的场景
例句
①Ａ：いい喫茶店ですね。何を頼みましょうか。
Ｂ：のどがかわいたから、コーラにします。/A:这家咖啡店不错，我们点点什么吧。B:因为口渴，我点可乐。
②店員：こちらのかばんはデザインが新しいんですよ。
客 ：きれいですね。じゃ、これにします。/店员：这个包是新设计。客人：真漂亮。那就要这个。
③テニス部の部長：雨がやまないので、練習は午後からに
します。/网球部部长：因为雨不停，训练从下午开始吧。
解析
いくつかある選択肢の中から意識的にある一つを選んで決めるときに使う。「になる」より話す人の積極的な姿勢を表す。在若干个选择当中有意识地选定一个时，使用本句型。和「になる」相比，更显示出说话人的积极态度。
注意
表示从供选择的几项中选定一项。
",N3
てあげる/てさしあげる/てやる,"接续Ｖて＋てあげる/てさしあげる/てやる
意思  给
功能场景用于表达的场景
例句
①パーティーの後、中山さんは春子さんを家まで送ってあげました。/聚会过后，中山把春子小姐送回了家。
②山田さんは林さんにいいアルバイトを紹介してあげたそうです。/听说是山田给小林介绍了兼职。
③先生がとても忙しそうだったので、わたしたちは先生の食事を作ってさしあげました。/老师好像总是很忙，于是我们就给老师做了饭。
④わたしは毎日犬を散歩に連れていってやります。/我每天带着狗散步。
解析
１）相手のために親切な行為をすることを表す言い方。親切な行為をする人は「わたし」、または行為を受ける人より心理的に「わたし」に近い人である。◆×メリーさん（＝親切な行為ををする人）はわたしの妹に英語を教えてあげました。→○兄（＝親切な行為をする人）はメリーさんに折り紙を教えてあげました。
２）自分の行為を「Vてあげる」で言うと、自分の親切な心を強調するような感じになってしまうことがある。仕事の上の当然の行為には使わない。会話の相手が目上の人の場合もあまり使わない方がいい。◆×案内係では、：お部屋に案内してあげます。お荷物を持ってあげましょう。／×先生、わたしの両親の写真を見せてさしあげますよ。
３）動詞によって助詞の使い方が違うから注意すること。◆子どもを助けてあげます。／森さんにかさを貸してあげます。／花子さんの荷物を持ってあげます。／子どもに歌を歌ってあげます。
４）「Vてさしあげる」は、③④のように行為を受ける人が目上の場合に使う。「Vてやる」は、⑤のように動植物などの場合に使う。また、⑥のように、自分の家族に対してすることを、家族以外の人に話すときにも使う。１）为对方做某种亲善的事时的表达方式。做这种亲善的行为的人为“我”或在心理上比接受这个行为的人更靠近“我”的人。
２）如果用「Ｖてあげる」来描述自己的行为的话，容易让人觉得自己在强调自己那种亲善的态度。不能用于工作上那种理所当然的事情。听话人为上司或长辈时，最好不要使用本句型。
３）由于动词不同，助词的使用方法也会不同，这一点要特别注意。
４）「Ｖてさしあげる」的使用如例句③④，用于行为的接受者为上司或长辈时。「Ｖてやる」则是对象为动植物时使用。另外，在对家庭以外的人讲述自己对家里人所做的事时也可以使用。
注意
授予者用「は」表示；接受者用「に」表示。「～てあげる」是客气的说法，一般用于平辈及家庭人员之间。「～てさしあげる」一般用于长辈或上司。「～てやる」一般用于平辈之间关系亲近的场合，或用于动植物，也可用于乙的身份、地位低于甲时。
易混淆语法辨析
てあげる/てさしあげる/てやる/てくれる/てくださる/てもらう/ていただく/辨析：
①接续相同，「〜てあげる」、「〜てくれる」、 「〜てもらう」前面都接「动词て形」。
②意思不同
「〜てあげる」表示说话人(或说话人一方的人)的行为使其他人受益，意思是“……给……做……；……为……做……”。
「〜てくれる」表示其他人的行为使说话人(或说话人一方的人)受益，意思是“……为我(们)做……”。「〜てもらう」表示请别人做某事并从中受益的场合，意思是“请……做……”。
【例句】
△わたしは橋本さんの荷物を持ってあげました。/我给桥本先生拿行李。
△彼はいろいろと手伝ってくれました。/他给予我很多帮助。
△わたしは中由さんに絵を書いてもらいました。/我请中田先生画画。
",N3
あげる/やる/さしあげる,"接续Ｎを＋あげる/やる/さしあげる
意思  给，送
功能场景用于表达的场景
例句
①姉はあい子さんの誕生日にケーキをあげた。/姐姐在爱子生日时给了她蛋糕。
②A：わあ、たくさんおみやげを買いましたね。
B：ええ、会社の人たちにあげるんです。/A：哇，买了好多小礼物啊！B:恩，要送给公司的同事。
③この人形は部長の奥さまにさしあげようと思って買いました。/这个人偶想着要送给部长的老婆所以买了。
④先生の受賞のお祝いに何かさしあげましょうよ。/祝贺老师获奖送点什么好呢。
⑤わたしの旅行中、花に水をやるのを忘れないでね。/我旅行的时候别忘给花浇水哦。
⑥A：森さんはお正月に、お子さんにお年玉をあげますか。
B：いいえ、自分の子どもたちにはやりませんよ。/A:森，你过年给孩子压岁钱吗？B:不，自己家孩子不给。
解析
１）ものを与える人を主語にした授受の言い方。ものを与える人は「わたし」、または受ける人より心理的に「わたし」に近い関係の人である。◆×林さんはわたしにプレゼントをあげました。／×メリーさんはわたしの妹にプレゼントをあげました。 
２）「さしあげる」は、③④のように受ける人が目上の場合に使う。「やる」は、⑤のように動植物などの場合に使う。また、⑥のように、自分の家族に対してすることを、家族以外の人に話すときにも使う。１）以赠与别人东西的人为主语的授受关系的表达方式。赠与别人东西的人是“我”或者跟接受东西的人相比，在心理上离“我”更近的人。　
２）如例句③、④所示，接受东西的人为尊长的情况下用「さしあげる」；而如例句⑤所示，接受者为动植物的时候，用「やる」，此外，如例句⑥所示,跟家庭以外的人说起家庭内部的授受事件时，也用「やる」。
",N3
ていない/てない,"接续Ｖて＋ていない/てない
意思  没有
功能场景用于表达的场景
例句
①どこの大学を受けるかまだ決めていません。/还没有想好考哪所大学
②Ａ：もう４時になりましたか。
Ｂ：いいえ、まだなっていません。/A：已经4点了吗？B：还不到4点。
③Ａ：もう朝ご飯を食べた？
Ｂ：ううん、まだ食べてない。/A：已经吃过早饭了吗？B：还没吃呢。
解析
１）当然そうなるはずのことがまだ未完了だという意味。完了していない結果がその後（現在）の状態に影響を及ぼしている場合に使う。単純な過去のことについて話す場合は過去形を使う◆Ａ：きのう朝ご飯を食べましたか。Ｂ：×いいえ、食べていません。→○いいえ、食べませんでした。 
２）③のようにくだけた会話では「Vていない」が「Vてない」になる。
１）表示理所当然会那样发展的事情还没有完成。没有完成的这个结果影响到其后（也就是现在）的状态，在这种情况下使用本句型。说到单纯的过去的事情时，使用过去形。
２）如例句③，较为通俗的对话中「Ｖていない」变成「Ｖてない」。
",N3
になる/くなる,"接续Ｎに＋なる/Aく＋なる
意思  变得；成为
功能场景用于表达的场景
例句
①Ａ：パーティーの司会は、だれになったんですか。
Ｂ：前回は山田さんでしたから、今回は石田さんになりました。/A:派对的主持人是谁？B：上次是山田，这次是石田。
②19日のワイン工場の見学は中止になりました。/19号的葡萄酒工厂参观学习终止了。
③シンポジウムの日程は９月３日から５日までになりました。/讨论会的日程从9月3号到5号结束。
解析
ほかの人の意志や条件であることが決まったというときに使う。より積極的な姿勢を表す「にする」より、決定の結果に焦点を当てている。意为按照别人的意志或条件，某事被定了下来。与意义更为积极的「にする」相比，叙述焦点落在已经决定了的结果上。
",N3
お/ご 【御】,"接续お＋イＡい／ナＡ／Ｎご＋ナＡ／Ｎ
意思  （美化词）依情况可不翻译或译成“御～”（表示说话人对于对方的事物的礼貌语气。）
功能场景用于表达的场景
例句
①先生、ご家族の皆さんはお元気ですか。/老师，您家人都好吗？
②田中さん、お宅の皆さんはいつもお忙しそうですね。/田中先生，您的家人总是看起来很忙啊。
③この部屋にあるものはどうぞご自由にお使いください。/这个屋子里的东西请随便使用。
④長い間お世話になりました。どうもありがとうございました。/长时间以来承蒙您的关照，非常感谢。
⑤ご感想はいかがでしょうか。/请问您有什么感想？
解析
１）相手を対象として行うことやもの（お手紙・お招き）、相手に関係のあるものなどに「お」や「ご」をつけて尊敬や丁寧な気持ちを表す。 
２）和語には「お」がつくことが多く、漢語には「ご」がつくことが多い。１）在表示以听话人为对象所做的事或物（如お手紙·お招き）、以及与听话人相关的东西的前面加上「お」或「ご」，表达尊敬或礼貌的语气。　
２）和语词前多加「お」，汉语词前多加「お」，汉语词前多加「ご」。
注意
一般来说，使用「お」的多是“和语”，即日语中固有的，读法采用训读的词汇。如「お元気(健康)」、「お世話(照顾〕」、「お礼（谢意;礼品）』。而使用「ご」的多是“汉语”，即日语中取自汉语的词汇，或者日本人根据汉语词汇的形式而造的词汇，如「ご住所（地址”、「ご家族(您全家)」、「ご感想（感想）」等。但是有些日常生活中常用的汉语词接「お」，如「お電話/お時間/お料理」等。
",N3
ている/てる,"(1)
接续Ｖて＋いる/る
意思  正在
功能场景用于表达的场景
例句
①父は部屋で新聞を読んでいます。/父亲正在房间里看书。
②わたしが家に帰ってきたとき、子どもたちは庭で遊んでいました。/我回到家的时候，孩子正在院子里玩耍。
③（テレビのニュース）北海道では雪が降っています。/（电视新闻）北海道正在下雪。
④冷たい風が吹いています。/刮着冷风。
⑤わたし、ここで待ってるわ。/我正在这等着。
解析
１）動作や作用が進行中・継続中であることを表す。動詞は継続動詞を使う。③④のように自然現象を表すのにも使う。 
２）くだけた会話では「Vている」が「Vてる」になる。１）表示动作、作用正在进行、正在持续。动词使用持续动词。如例句③④也可以用来表示自然现象。　
２）较为通俗的对话中，「Ｖている」变为「Ｖてる」。
易混淆语法辨析
てある/ている/てる/辨析：
①接续相同，「〜てある」与「〜ている」前面接续「动词て形」。
②意思不同
「〜てある」表示某事物保持某人动作的结果所造成的状态，即强调已经产生的事物的某种状态，使用的动词为他动词。另外,原本他动词前面的助同「を」需要改成「が」.意思是“...着”。
「〜ている」表示正在进行的动作；（某人的）习惯性动作、频率性动作；某动作、作用的结果所形成的状态。故而使用更为广泛，意思是“正在  ...”;“经常...  ,一直是...”;“已...了”、“...着”。
【例句】
△窓が開けてあります。/窗户开着。
△今、小説を読んでいます。/正在读小说。
△あの先生は初級の日本語を教えている。/那位老师（一直)教授初级日语。
△窓が開いています。/窗户已经打开了。
(2)
接续Ｖて＋いる/る
意思  表示习惯形的行为・动作
功能场景用于表达的场景
例句
①わたしは毎年富士山に登っています。/我每年都爬富士山。
②この道ではよく交通事故が起きているから気をつけてください。/这条路上经常发生交通事故，所以请注意安全。
③父は昨年から仕事で毎月１回中国へ行ってるんです。/爸爸从去年开始因工作每个月去一次中国。
④山田さんはタイの大学で日本語を教えています。/山田先生在泰国的大学教日语。
⑤弟はドイツの大学でヨーロッパの歴史を勉強しています。/弟弟在德国的大学学习欧洲历史。
⑥林さんは貿易会社の社長をしている。/林先生在贸易公司做社长。
解析
１）習慣や行為の反復を表す。習慣・反復の意味の場合は②のように瞬間動詞（瞬間的な動作・作用を表す動詞）も使える。④∼⑥は職業、身分などを表す。 
２）③のようにくだけた会話では「Vている」が「Vてる」になる。１）表示习惯以及反复进行的行为。在表示习惯、反复的意义时也可以如例句②那样，使用瞬间动词（表示该动作发生于瞬２）较为通俗的对话中，「Ｖている」变为「Ｖてる」。瞬间的动词）。例句④～⑥表示职业、身份。　
２）较为通俗的对话中，「Ｖている」变为「Ｖてる」。
易混淆语法辨析
てある/ている/てる/辨析：
①接续相同，「〜てある」与「〜ている」前面接续「动词て形」。
②意思不同
「〜てある」表示某事物保持某人动作的结果所造成的状态，即强调已经产生的事物的某种状态，使用的动词为他动词。另外,原本他动词前面的助同「を」需要改成「が」.意思是“...着”。
「〜ている」表示正在进行的动作；（某人的）习惯性动作、频率性动作；某动作、作用的结果所形成的状态。故而使用更为广泛，意思是“正在  ...”;“经常...  ,一直是...”;“已...了”、“...着”。
【例句】
△窓が開けてあります。/窗户开着。
△今、小説を読んでいます。/正在读小说。
△あの先生は初級の日本語を教えている。/那位老师（一直)教授初级日语。
△窓が開いています。/窗户已经打开了。
(3)
接续Ｖて＋いる/る
意思  表示主体发生变化后，留下的结果所处的状态
功能场景用于表达的场景
例句
①あ、この時計は止まっています。/啊，这个钟停了。
②あ、かばんの口が開いていますよ。さいふが落ちますよ。/啊，你的包开着的，钱包会掉出来哟。
③遠山さんは今フィリピンに行っています。マニラにいます。/远山先生去了菲律宾，在马尼拉。
④田中さんは結婚しています。子どもが３人います。/田中先生结婚了，有3个孩子。
⑤みちこさんは、白いスカートをはいて、白いぼうしをかぶっています。/美智子小姐穿着白色裙子，带着白色帽子。
⑥Ａ：あの、サングラスをかけている人はどなたですか。
Ｂ：ああ、あの赤いシャツを着た人ね。あれはリーさんですよ。/A:戴着太阳镜的人是谁啊？B：啊，那个穿着红色衬衫的人是吧？那是小李呀。
⑦あ、電気がついてるよ。部屋にだれかいるんだね。/啊，等开着的，房间里有人吧。
解析
１）主体の変化の結果が残っている状態を表す。動詞は瞬間動詞（瞬間的な動作を表す動詞を使う。①②は、人が何かの目的を持ってそうしたのか、自然にそうなったのかに関係なく、ただ見える状況を言う場合に使う。③④は行為の後の状態がそのまま続いていることを表す。⑤⑥は「着脱を表す他動詞＋ている」で、服装を表す言い方。
２）名詞を説明するときは、⑥のように、「ＶているＮ」を「ＶたＮ」で置き換えることができる。動作の進行中であることを表す「Vている」にはこの使い方はない。◆めがねをかけている人（状態）＝めがねをかけた人／ピアノを弾いている人（進行中）≠ピアノを弾いた人 
３）くだけた会話では⑦のように「Ｖている」が「Ｖてる」になる。１）表示主体发生变化后，留下的结果所处的状态。动词使用瞬间动词（表示该动作发生于瞬间的动词）。例句①②与究竟是人带着一定的目的去做才成为那样还是自然变化成为那样的无关，只是用于将自己看到的情况说出来。例句③④表示行为之后的状态一直在持续。例句⑤⑥，以「表穿脱的他动词＋ている」的形式，表示服装。
２）在说明名词的时候，如例句⑥，可以将「ＶているＮ」置换成「ＶたＮ」。表示动作正在进行中的「Ｖている」没有这种用法。
３）如例句⑦，在较为通俗的对话中，「Ｖている」变为「Ｖてる」。
易混淆语法辨析
てある/ている/てる/辨析：
①接续相同，「〜てある」与「〜ている」前面接续「动词て形」。
②意思不同
「〜てある」表示某事物保持某人动作的结果所造成的状态，即强调已经产生的事物的某种状态，使用的动词为他动词。另外,原本他动词前面的助同「を」需要改成「が」.意思是“...着”。
「〜ている」表示正在进行的动作；（某人的）习惯性动作、频率性动作；某动作、作用的结果所形成的状态。故而使用更为广泛，意思是“正在  ...”;“经常...  ,一直是...”;“已...了”、“...着”。
【例句】
△窓が開けてあります。/窗户开着。
△今、小説を読んでいます。/正在读小说。
△あの先生は初級の日本語を教えている。/那位老师（一直)教授初级日语。
△窓が開いています。/窗户已经打开了。
(4)
接续Ｖて＋いる/る
意思  外表、状态
功能场景用于表达的场景
例句
①弟は父によく似ています。/弟弟很像爸爸。
②500メートルぐらい行くと、この道は少し左に曲がっています。/向前走500米左右，这条路稍微向左弯了下去。
③この道は海の方まで続いています。/这条路延伸到海边。
解析
もともとの形状、性質などを表す。ほかに「優れている・面している」などがある。表示事物原本的形状、性质等。此外还有「優れている面している」等用例。
易混淆语法辨析
てある/ている/てる/辨析：
①接续相同，「〜てある」与「〜ている」前面接续「动词て形」。
②意思不同
「〜てある」表示某事物保持某人动作的结果所造成的状态，即强调已经产生的事物的某种状态，使用的动词为他动词。另外,原本他动词前面的助同「を」需要改成「が」.意思是“...着”。
「〜ている」表示正在进行的动作；（某人的）习惯性动作、频率性动作；某动作、作用的结果所形成的状态。故而使用更为广泛，意思是“正在  ...”;“经常...  ,一直是...”;“已...了”、“...着”。
【例句】
△窓が開けてあります。/窗户开着。
△今、小説を読んでいます。/正在读小说。
△あの先生は初級の日本語を教えている。/那位老师（一直)教授初级日语。
△窓が開いています。/窗户已经打开了。
(5)
接续Ｖて＋いる/る
意思過去に～した  过去曾经～
功能场景用于表达的场景
例句
①アポロ11号は1969年に月に着陸している。/阿波罗11号1969年在月球着陆。
②モーツァルトは12歳のときに、オペラを作曲している。/莫扎特12岁时创作歌剧。
③ひろしは３年前にも同じ病気をしている。/阿宏在三年前也得过这个病。
解析
歴史的な事柄、経歴・経験などを記録として述べる言い方。将历史性的事件、经历、经验等作为一种纪录描述时，使用本句型。
易混淆语法辨析
てある/ている/てる/辨析：
①接续相同，「〜てある」与「〜ている」前面接续「动词て形」。
②意思不同
「〜てある」表示某事物保持某人动作的结果所造成的状态，即强调已经产生的事物的某种状态，使用的动词为他动词。另外,原本他动词前面的助同「を」需要改成「が」.意思是“...着”。
「〜ている」表示正在进行的动作；（某人的）习惯性动作、频率性动作；某动作、作用的结果所形成的状态。故而使用更为广泛，意思是“正在  ...”;“经常...  ,一直是...”;“已...了”、“...着”。
【例句】
△窓が開けてあります。/窗户开着。
△今、小説を読んでいます。/正在读小说。
△あの先生は初級の日本語を教えている。/那位老师（一直)教授初级日语。
△窓が開いています。/窗户已经打开了。
",N3
