いらっしゃる,"(1)
接续N+にいらっしゃる
意思  在
功能场景用于表达的场景
例句
①今、山田先生は教室にいらっしゃいます。/现在，山田老师在教室里。
②今、佐藤先生は教員室にはいらっしゃいません。/现在,伊藤老师不在教师办公室里。
解析
「いる」的尊敬语，表示人物的存在，用于讲述别人的动作、行为。礼貌体为「いらっしゃいます」。
(2)
接续N+に/へいらっしゃる
意思  去……、来……
功能场景用于表达的场景
例句
①A：先生、明日のパーティーにいらっしゃいますか。/老师，您是否光临明天的派对？
B：ええ、行きますよ。/是的，我会去的。
②今日、多くのお客さんがうちの店にいらっしゃいました。/今天，我们店里来了很多客人。
解析
「行く/来る」的尊敬语，用于讲述别人的动作、行为。
注意
在口语中，「いらっしゃってください」常常约音为「いらしてください」。
あしたは、9時にこちらへいらしてください、。/请你明天9点来这里。
"
いらっしゃる,"(1)
接续N+にいらっしゃる
意思  在
功能场景用于表达的场景
例句
①今、山田先生は教室にいらっしゃいます。/现在，山田老师在教室里。
②今、佐藤先生は教員室にはいらっしゃいません。/现在,伊藤老师不在教师办公室里。
解析
「いる」的尊敬语，表示人物的存在，用于讲述别人的动作、行为。礼貌体为「いらっしゃいます」。
(2)
接续N+に/へいらっしゃる
意思  去……、来……
功能场景用于表达的场景
例句
①A：先生、明日のパーティーにいらっしゃいますか。/老师，您是否光临明天的派对？
B：ええ、行きますよ。/是的，我会去的。
②今日、多くのお客さんがうちの店にいらっしゃいました。/今天，我们店里来了很多客人。
解析
「行く/来る」的尊敬语，用于讲述别人的动作、行为。
注意
在口语中，「いらっしゃってください」常常约音为「いらしてください」。
あしたは、9時にこちらへいらしてください、。/请你明天9点来这里。
"
お(ご)〜,"(1)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①お国はどちらですか。/您的家乡在哪里？
②A:お体はいかがですか。/您身体怎么样？
B：おかげさまで、元気になりました。/托您的福，好多了。
③A:課長、お電話ですよ。/科长，您的电话。
B：はい。/知道了。
解析
作为接头词使用，表示尊敬(直接抬高对方的用法)。
(2)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①こちらからお電話しましょう。/还是我给您打电话吧。
②ご連絡はあとでわたしがしましょう。/待会儿我跟您联系吧。
③わたしも会議でごあいさつをしました。/我也在会议上发言了。
解析
作为接头词使用。表示谦让(直接贬低自己的用法）。
(3)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①わたしはお酒は飲みません。/我不喝酒。
②あなたはお茶を飲みますか、コーヒーを飲みますか。/你喝茶还是喝咖啡？
③ご飯を食べてから、少し散歩をします。/吃完饭后出去稍微走走。
解析
礼貌语(既不抬高对方也不贬低自己，对他人客气地说话的用法）。
"
お(ご)〜,"(1)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①お国はどちらですか。/您的家乡在哪里？
②A:お体はいかがですか。/您身体怎么样？
B：おかげさまで、元気になりました。/托您的福，好多了。
③A:課長、お電話ですよ。/科长，您的电话。
B：はい。/知道了。
解析
作为接头词使用，表示尊敬(直接抬高对方的用法)。
(2)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①こちらからお電話しましょう。/还是我给您打电话吧。
②ご連絡はあとでわたしがしましょう。/待会儿我跟您联系吧。
③わたしも会議でごあいさつをしました。/我也在会议上发言了。
解析
作为接头词使用。表示谦让(直接贬低自己的用法）。
(3)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①わたしはお酒は飲みません。/我不喝酒。
②あなたはお茶を飲みますか、コーヒーを飲みますか。/你喝茶还是喝咖啡？
③ご飯を食べてから、少し散歩をします。/吃完饭后出去稍微走走。
解析
礼貌语(既不抬高对方也不贬低自己，对他人客气地说话的用法）。
"
お(ご)〜,"(1)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①お国はどちらですか。/您的家乡在哪里？
②A:お体はいかがですか。/您身体怎么样？
B：おかげさまで、元気になりました。/托您的福，好多了。
③A:課長、お電話ですよ。/科长，您的电话。
B：はい。/知道了。
解析
作为接头词使用，表示尊敬(直接抬高对方的用法)。
(2)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①こちらからお電話しましょう。/还是我给您打电话吧。
②ご連絡はあとでわたしがしましょう。/待会儿我跟您联系吧。
③わたしも会議でごあいさつをしました。/我也在会议上发言了。
解析
作为接头词使用。表示谦让(直接贬低自己的用法）。
(3)
接续お+名词（日语词汇）
ご+名词(汉语词汇）
功能场景用于表达的场景
例句
①わたしはお酒は飲みません。/我不喝酒。
②あなたはお茶を飲みますか、コーヒーを飲みますか。/你喝茶还是喝咖啡？
③ご飯を食べてから、少し散歩をします。/吃完饭后出去稍微走走。
解析
礼貌语(既不抬高对方也不贬低自己，对他人客气地说话的用法）。
"
ください/くださいませんか,"(1)
接续N+をください
意思  请……
功能场景用于表达的场景
例句
①来週の金曜日に電話をください。/下周五请给我打电话。
②妹：姉さん、この雑誌、もう要らないね。/姐姐，这本杂志你不要了吧。
姉：ええ、要らないわ。/是的，我不要了。
妹：じや、（これを）あたしにください。/那么，把它给我吧。
姉：いいよ。/好呀。
③太郎：お母さん、小遣いを少しください。/妈妈，给我一点零花钱。
ママ：いくらほしいの？/要多少？
太郎：2000円ください。/给我两千日元。
ママ：いいわよ。はい、これ。/行。这是2千日元，拿着。
太郎：ありがとう。/谢谢。
解析
用于面对面地请求对方提供说话人所需要的物品或事项。不过，下对上提出请求时或关系不太亲密的人之间最好使用「〜をお願いします」或「〜をくださいませんか」，这样更礼貌。
(2)
接续N+をくださいませんか
意思  请……
功能场景用于表达的场景
例句
①その本はもう要りませんか。それではわたしにくださいませんか。/那本书你不要了吗？那就送给我吧。
②りんごを3つくださいませんか。/请给我3个苹果。
③A：すみません、その灰皿をくださいませんか。/对不起，请把那个烟灰缸递给我好吗？
B：はい、どうぞ。/好的。给你烟灰缸。
A：ありがとうございます。/谢谢。
解析
用于说话人很委婉地拜托对方为自己提供所需要的物品或服务。比「〜をください」更礼貌，和「〜をお願いします」的尊敬程度基本相当。
"
ください/くださいませんか,"(1)
接续N+をください
意思  请……
功能场景用于表达的场景
例句
①来週の金曜日に電話をください。/下周五请给我打电话。
②妹：姉さん、この雑誌、もう要らないね。/姐姐，这本杂志你不要了吧。
姉：ええ、要らないわ。/是的，我不要了。
妹：じや、（これを）あたしにください。/那么，把它给我吧。
姉：いいよ。/好呀。
③太郎：お母さん、小遣いを少しください。/妈妈，给我一点零花钱。
ママ：いくらほしいの？/要多少？
太郎：2000円ください。/给我两千日元。
ママ：いいわよ。はい、これ。/行。这是2千日元，拿着。
太郎：ありがとう。/谢谢。
解析
用于面对面地请求对方提供说话人所需要的物品或事项。不过，下对上提出请求时或关系不太亲密的人之间最好使用「〜をお願いします」或「〜をくださいませんか」，这样更礼貌。
(2)
接续N+をくださいませんか
意思  请……
功能场景用于表达的场景
例句
①その本はもう要りませんか。それではわたしにくださいませんか。/那本书你不要了吗？那就送给我吧。
②りんごを3つくださいませんか。/请给我3个苹果。
③A：すみません、その灰皿をくださいませんか。/对不起，请把那个烟灰缸递给我好吗？
B：はい、どうぞ。/好的。给你烟灰缸。
A：ありがとうございます。/谢谢。
解析
用于说话人很委婉地拜托对方为自己提供所需要的物品或服务。比「〜をください」更礼貌，和「〜をお願いします」的尊敬程度基本相当。
"
てください/てくださいませんか,"(1)
接续Ｖて+ください
Ｖない+でください
意思  请……
功能场景用于表达的场景
例句
①どうぞ、座ってください。/请坐。
②私の誕生日にギターを弾いてください。/请在我生日那天弹吉他吧。
③すみません、ここではたばこを吸わないでください。/对不起，请别在这里抽烟。
解析
肯定句用于面对面地请求对方做某事，否定句用于面对面地请求对方不要做什么事情。
(2)
接续Ｖて+くださいませんか
Ｖない+でくださいませんか
意思  请……
功能场景用于表达的场景
例句
①わたしの辞書がありません。あなたの辞書を貸してくださいませんか。/我的词典没了，请把您的词典借给我用一下好吗？
②すぐ来ますから、ここでちょっと待ってくださいませんか。/我马上就过来，所以请您在这里等我一会儿好吗？
③暑いですから、窓を閉めないでくださいませんか。/因为很热，所以请不要关窗户好吗？
解析
和「〜てください」意思相同，但礼貌程度高。
"
てください/てくださいませんか,"(1)
接续Ｖて+ください
Ｖない+でください
意思  请……
功能场景用于表达的场景
例句
①どうぞ、座ってください。/请坐。
②私の誕生日にギターを弾いてください。/请在我生日那天弹吉他吧。
③すみません、ここではたばこを吸わないでください。/对不起，请别在这里抽烟。
解析
肯定句用于面对面地请求对方做某事，否定句用于面对面地请求对方不要做什么事情。
(2)
接续Ｖて+くださいませんか
Ｖない+でくださいませんか
意思  请……
功能场景用于表达的场景
例句
①わたしの辞書がありません。あなたの辞書を貸してくださいませんか。/我的词典没了，请把您的词典借给我用一下好吗？
②すぐ来ますから、ここでちょっと待ってくださいませんか。/我马上就过来，所以请您在这里等我一会儿好吗？
③暑いですから、窓を閉めないでくださいませんか。/因为很热，所以请不要关窗户好吗？
解析
和「〜てください」意思相同，但礼貌程度高。
"
をいただく,"(1)
接续Ｎ+をいただく
意思  吃……、喝……
功能场景用于表达的场景
例句
①A：なにもありませんが、どうぞ食べてください。/没什么好东西，请吃吧。
B：ありがとうございます。では、いただきます。/谢谢！那我就吃了。
②昨日、先生のお宅で、おいしい料理をいただきました。/昨天在老师家吃了很好吃的菜。
解析
动词「食べる」「飲む」的谦让语，用于描述说话人一方的动作、行为。
(2)
接续Ｎ+をいただく
意思  收下
功能场景用于表达的场景
例句
①A：これは故郷のお土産です。どうぞ。/这是我家乡的土特产，请收下。
B：ありがとうございます。では、いただきます。/谢谢，那我就收下了。
②A：同じものを二つ買いましたから、一つあげましょう。/相同的东西我买了
两个，送个给你吧。
B：いいですか。/这合适吗？
A：どうぞ、使ってください。/你就用吧。
B：それでは、いただきます。ありがとうございます。/那我就收下了。谢谢。
解析
动词「もらう」的谦让语，表示“接受、领受”等意思，多用于接受礼物时说的客气话。
"
