てある,"接续Ｖて＋ある
意思  某动作结果存留
功能场景用于表达的场景
例句
①Ａ：これ、見てください。わたしの部屋の写真です。/请看这个。我房间的照片。
Ｂ：へえ。机の上に人形がたくさんかざってありますね。あ、テレビの上にも人形が置いてありますね。/诶。桌子上好多娃娃啊。啊，电视上也有。
②駅のかべに、いろいろなポスターがはってある。/车站的墙壁上，贴着许多海报。
③Ａ：旅行は来週ですよね。準備はもうしてありますか。/下周就要去旅行啦。准备好了吗。
Ｂ：ええ、３時の新幹線と駅前のホテルを予約してありますから、だいじょうぶです。/恩。三点的新干线和站前的旅店都预约好了，没问题。
④わたしはもう夏休みの計画表を作ってあります。/我已经做好了暑假的计划表。
解析
「Ｖ（他動詞）＋てある」の形で、人が何かの目的を持って行った行為の結果が残っているという状態を表す。1~2のように、目で見た様子を表すときには、「ＮがＶてある」という形を使う。3.4のように直接目で見たことではなく、準備が整った状態を言いたいときには、「ＮをＶてある」という形になることが多い。この場合、人が主語になるが、省略されることが多い。采用「Ｖ（他動詞）＋てある」的形式，表示人抱着一定的目的而做的某种行为，其结果保留下来的状态。如例句1~2，在表达一眼就能看得到的样子时，采用「ＮがＶてある」的形式。如例句3.4，在表达没有亲眼看到,但是已经做好准备的状态时，则采用「ＮをＶてある」的形式。这种情况多为人作句子的主语，而这个主语常常被省略。
注意
他动词前面的助词用「が」表示。
易混淆语法辨析
ておく/とく/てある/辨析：
①接续相同，「〜ておく」与「〜てある」前面接续「动词て形一て」。
②意思不同
「〜ておく」表示为了某种特定的目的事先做好准备工作，意思是“事先……”。
「〜てある」表示准备已完了的状态,多跟副词「もう」一起使用。常用的动词有「伝える/話す/払う/準備する」等，意思是“(预先)……好了”。
【例句】
△お客さんが来る前に、部屋を掃除しておきます。/客人来之前，事先把房间打扫干净。
△チケットはもう買ってあります。/机票已经买好了。
",N4
あとで 【後で】,"接续Vた／Nの＋後で
意思  之后
功能场景用于表达的场景
例句
①食事の後で、少し散歩しませんか。/吃完饭稍微去散个步怎么样。
②この薬はご飯を食べる前に飲みますか、食べた後で飲みますか。/这个药是饭前吃还是饭后吃？
③祭りの後、ごみがいっぱいだった。/祭祀过后，垃圾到处都是。
④祖父はみんなとお茶を飲んだ後、ずっと部屋で本を読んでいます。/祖父在大家喝完茶后一直都在房间里读书。
解析
１）「∼後で…」の形で二つの行為、状態（「∼」と「…」）のどちらが後であるかを表す。「…」の行為、状態が「∼」の行為より時間的に後である。 ２）3.4のように、「…」が継続している行為や状態を表す文の場合は「後で」は使わず、「後」を使う。◆×退院した後で、ずっと元気です。１）采用「∼あとで…」的形式，表达“「∼」和「…」这两个行为或状态，究竟哪一个后发生”之意。「…」部分表示的行为、状态比「∼」部分表示的行为在时间上略为靠后。　２）如例3.4所示，「…」部分如果是持续性的行为或状态，则不能使用「後で」而使用「後」。
注意
「～た後で」不能后续表示持续意义的句子。
如：あの時別れた後で会っていない。 ×
あの時別れてから会っていない。  ○
",N4
が,"(1)
接续丁寧形・普通形＋が
意思  但是，可是
功能场景用于表达的场景
例句
①10月になりましたが、毎日暑い日が続いています。/虽然已经到10月了，每天还是持续炎热。
②この部屋は新しくてきれいですが、狭いです。/这间房间又新又干净，但是很小。
③読み方を辞書で調べたが、わからなかった。/虽然查了字典，但还是不明白读法。
解析
逆の意味や対立する意味の文をつなぐ。连接两个意义上相反的或对立的句子。
(2)
接续丁寧形・普通形＋が
意思  缓和语气，不翻译
功能场景用于表达的场景
例句
①先生、この言葉の意味がわからないんですが、教えてくださいませんか。/老师，这句话我不知道什么意思，能麻烦您教我吗？
②（電話で）もしもし、田中ですが、鈴木さん、いらっしゃいますか。/（在电话中）您好，我是田中，请问铃木在吗？
③ちょっとお聞きしたいんですが……。駅へはどう行くんでしょうか。/不好意思我想请教一下，去车站的话该怎么走呢？
④A：一人でお酒を飲むのはつまらないですよね。
B：さあ、わたしはそうは思いませんが……。/A：一个人喝酒很无聊，对吧！B：我倒不这么认为。
解析
１）二つの文をつなぐだけの「が」の使い方である。①∼③のように「話の前置き」としてよく使われる。 
２）④の使い方は言い方を和らげて余韻を残す言い方である。１）起单纯的连接前后两个句子的作用。如例句①、②、③所示，常常用于“话语的前置（进入正题前，用「が」来打开话头儿）。　”
２）例句④的用法是一种使语气柔和，并留下余韵无穷的用法。
",N4
が,"(1)
接续丁寧形・普通形＋が
意思  但是，可是
功能场景用于表达的场景
例句
①10月になりましたが、毎日暑い日が続いています。/虽然已经到10月了，每天还是持续炎热。
②この部屋は新しくてきれいですが、狭いです。/这间房间又新又干净，但是很小。
③読み方を辞書で調べたが、わからなかった。/虽然查了字典，但还是不明白读法。
解析
逆の意味や対立する意味の文をつなぐ。连接两个意义上相反的或对立的句子。
(2)
接续丁寧形・普通形＋が
意思  缓和语气，不翻译
功能场景用于表达的场景
例句
①先生、この言葉の意味がわからないんですが、教えてくださいませんか。/老师，这句话我不知道什么意思，能麻烦您教我吗？
②（電話で）もしもし、田中ですが、鈴木さん、いらっしゃいますか。/（在电话中）您好，我是田中，请问铃木在吗？
③ちょっとお聞きしたいんですが……。駅へはどう行くんでしょうか。/不好意思我想请教一下，去车站的话该怎么走呢？
④A：一人でお酒を飲むのはつまらないですよね。
B：さあ、わたしはそうは思いませんが……。/A：一个人喝酒很无聊，对吧！B：我倒不这么认为。
解析
１）二つの文をつなぐだけの「が」の使い方である。①∼③のように「話の前置き」としてよく使われる。 
２）④の使い方は言い方を和らげて余韻を残す言い方である。１）起单纯的连接前后两个句子的作用。如例句①、②、③所示，常常用于“话语的前置（进入正题前，用「が」来打开话头儿）。　”
２）例句④的用法是一种使语气柔和，并留下余韵无穷的用法。
",N4
てから,"(1)
接续Ｖて＋から
意思  …后再…
功能场景用于表达的场景
例句
①この仕事をぜんぶやってからビールを飲みます。/这工作全部做完之后，喝啤酒。
②新しい家を買うときは、よく調べてから買いましょう。/买新房子的时候，多调查之后再买吧。
③先にお金を払ってから、３番の窓口に行ってください。/交钱之后请去三号窗口。
④バスが止まってから席を立ってください。/请在汽车停稳之后，站起来。
⑤みんなが帰ってから、そうじをしよう。/大家回去之后，再打扫把。
解析
１）「Ｖてから…」の形で、「Ｖて」の行為を先に、または必ずする、ということを強調する言い方。前後関係がはっきり決まっていることについては使わない。◆×ドアを開けてから、外に出た。→○ドアを開けて、外に出た。 
２）後には状態を表す文ではなく、動作を表す動詞が来る。◆×みんなが帰ってから、ごみがいっぱいだった。 
３）一つの文の中で「Vてから」を２度以上使うことはできない。
１）采用「Ｖてから…。」的形式，强调先做，或者必须要做「Ｖて」的行为。先后的顺序关系已经十分确定勿庸置疑的情况下，不使用本句型。
２）后半句不是出现表示状态的句子，而是出现表示动作的动词。→◆　
３）同一个句子中不可重复使用「Vてから」两次以上。
(2)
接续Ｖて＋から
意思  从～
功能场景用于表达的场景
例句
①わたしが日本に来てから、もう４年たちました。/我来日本之后已经过了三年。
②林さんがこの会社に入ってきてから、会社の中が明るくなりました。/小林进入那家公司之后，公司内的气氛变得活跃了。
③たばこをやめてから、体重が急に増えた。/戒烟之后，体重增加了。
④赤ちゃんが生まれてから、わたしは毎日とても忙しいです。/宝宝出生之后，我每天都非常忙。
解析
「Ｖてから…」の形で「Ｖて」はある変化や、継続的なことの起点を表す。後には事態の変化、または継続している状態を表す文が来る。采用「Ｖてから…。」的形式。「Ｖて」表示某变化或某种持续状态的起点。后半句使用表示事态的变化、或者持续性的状态等的句子。
",N4
てから,"(1)
接续Ｖて＋から
意思  …后再…
功能场景用于表达的场景
例句
①この仕事をぜんぶやってからビールを飲みます。/这工作全部做完之后，喝啤酒。
②新しい家を買うときは、よく調べてから買いましょう。/买新房子的时候，多调查之后再买吧。
③先にお金を払ってから、３番の窓口に行ってください。/交钱之后请去三号窗口。
④バスが止まってから席を立ってください。/请在汽车停稳之后，站起来。
⑤みんなが帰ってから、そうじをしよう。/大家回去之后，再打扫把。
解析
１）「Ｖてから…」の形で、「Ｖて」の行為を先に、または必ずする、ということを強調する言い方。前後関係がはっきり決まっていることについては使わない。◆×ドアを開けてから、外に出た。→○ドアを開けて、外に出た。 
２）後には状態を表す文ではなく、動作を表す動詞が来る。◆×みんなが帰ってから、ごみがいっぱいだった。 
３）一つの文の中で「Vてから」を２度以上使うことはできない。
１）采用「Ｖてから…。」的形式，强调先做，或者必须要做「Ｖて」的行为。先后的顺序关系已经十分确定勿庸置疑的情况下，不使用本句型。
２）后半句不是出现表示状态的句子，而是出现表示动作的动词。→◆　
３）同一个句子中不可重复使用「Vてから」两次以上。
(2)
接续Ｖて＋から
意思  从～
功能场景用于表达的场景
例句
①わたしが日本に来てから、もう４年たちました。/我来日本之后已经过了三年。
②林さんがこの会社に入ってきてから、会社の中が明るくなりました。/小林进入那家公司之后，公司内的气氛变得活跃了。
③たばこをやめてから、体重が急に増えた。/戒烟之后，体重增加了。
④赤ちゃんが生まれてから、わたしは毎日とても忙しいです。/宝宝出生之后，我每天都非常忙。
解析
「Ｖてから…」の形で「Ｖて」はある変化や、継続的なことの起点を表す。後には事態の変化、または継続している状態を表す文が来る。采用「Ｖてから…。」的形式。「Ｖて」表示某变化或某种持续状态的起点。后半句使用表示事态的变化、或者持续性的状态等的句子。
",N4
てください,"接续Ｖて／Vないで＋ください
意思  请
功能场景用于表达的场景
例句
①あのう、もう少しゆっくり言ってください。/那个，请稍微慢点说。
②疲れたでしょう。ここでどうぞゆっくり休んでください。/累了吧。请在这好好休息。
③（教室で）キムさん、15ページを読んでください。/（教室里）キム请读一下第十五页。
④（立て札）ここにごみを捨てないでください。/（告示牌）请不要在这里扔垃圾。
⑤すみません、そこに荷物を置かないでください。/不好意思，请不要把行李放在那里。
解析
１）①∼③は、人に依頼したり、勧めたり、軽く指示したりする言い方｡ 
２）④∼⑤は、禁止したり、人に何かをしないように頼む言い方。１）例句①～③是表示请求别人做某事、规劝别人做某事，或轻微意义上的指示别人做某事的表达方式。　
２）例句④∼⑤是表示禁止别人做某事、劝别人不要做某事时的用法。
",N4
てくださいませんか,"接续Vて／Vないで＋くださいませんか
意思  您可以～吗
功能场景用于表达的场景
例句
①上田さん、ちょっとこの文をチェックしてくださいませんか。/上田先生，可以请您检查一下这篇文章吗？
②ちょっとテレビの音を小さくしてくださいませんか。/请把电视的声音小声一点好吗？
③すみません、課長に会議の予定を伝えてくださいませんか。/打扰一下，可以麻烦你转告课长会议的预定时间吗？
④出入り口ですから、ここに自転車を置かないでくださいませんか。/因为这里是门口，麻烦您不要把脚踏车停在这里好吗？
解析
「てください」より丁寧な依頼や指示の言い方。比「てください」更为礼貌的请求、指示的表达法。
",N4
がほしい,"接续Nが＋ほしい
意思  想要
功能场景用于表达的场景
例句
①わたしは新しいノートパソコンがほしいです。/我想要一个新电脑。
②若いときは洋服やくつがたくさんほしかったですが、今はあまりほしくないです。/年轻的时候，想要很多的衣服和鞋，但是现在不太想要。
③A：今、いちばんほしいものは何ですか。
B：そうですね。寝る時間がほしいです。/A:你现在最想要什么B:这个嘛，我想要睡觉的时间。
④タンさんは日本人の友だちがほしいと言っています。/小丹总说想要日本的朋友。
⑤A：きれいなかばんですね。
B：ああ、これ、わたしはほしくなかったんですが、父が買ってくれたんです。/A:好漂亮的包啊。B:啊，这个啊，我不想要但是父亲给我买的。
解析
１）１人称（わたし）の欲求や希望を表す。相手の欲求や希望を聞く場合にも使うが、目上の人に直接使わないほうがいい。 ◆（レストランで）△先生、がほしいですか。何→○先生、何がほしいですか。→○先生、何を召し上がりますか。 
２）イ形容詞と同じように活用する。 
３）３人称が主語の文の文末にはそのまま使えない。④のように「と言っている」や「がっている」をつける必要がある。◆×タンさんは日本人の友だちがほしいです。
１）表示第一人称（即：我）的欲求、愿望等。也意义用于询问对方（听话人）的欲求、愿望等，但是本句型不能直接用于对上级、长辈的询问。→◆　
２）活用和イ形容词的活用遵循同样规律。　
３）如果句子主语是第三人称，则不能原封不动地使用本句型。如例句④那样，需要在句子后面加上「と言っている」「がっている」等方才可以。→◆
",N4
から,"(1)
接续普通形・丁寧形＋から
意思  因为，由于
功能场景用于表达的场景
例句
①スープが熱いから、気をつけて持っていきなさい。/因为汤很热，所以小心点儿拿走。
②納豆はきらいですから、食べたくないんです。/因为我不喜欢纳豆，所以我不想吃。
③ちょっと空気が悪いから、窓を開けてもいいですか。/空气不太好，可以把窗打开吗？
④一郎 ：どうして冬が好きなの。
はな子：スキーができるからよ。/一浪：你为什么喜欢冬天？花子：因为我喜欢滑雪呀。
⑤この箱、捨てないでね。後で使うから。/这个箱子，不要扔哈，因为我之后要用。
解析
１）原因、理由を言いたいときに使う。文末には、話す人の意志を表す文（「たい」など）や、働きかけの文（なさい・てください、など）が来ることが多い。 ２）依頼や断りを言うときには強く聞こえるので「から」は使わない方がいい。◆△辞書を忘れたから、ちょっと見せてくださいませんか。→○辞書を忘れたんですが、ちょっと見せてくださいませんか。１）用于表示原因、理由等。句末常常会出现表达说话人意志的「たい」或使役的「なさい」「てください」等。　２）请求对方或拒绝对方做某事的时候，使用「から」听起来语气较强，所以应该尽量避免使用。→◆
注意
后项可以用表示请求、命令、推量、意志等内容，如「～てください/でしょう/ましょう」等。
易混淆语法辨析
から/ので/辨析：
①接续不同
「〜から」前面接续「句子的普通体/礼貌形」。
「〜ので」前面接续「动词普通形/イ形容词普通形/な形容词词干+な/名词+な」。
②意思相同，「〜から」和「〜ので」的意思都是“因为……”。
③区别
「〜から」通常表示说话人的主观原因和理由，后面常接表示说话人的请求、命令、劝诱等句子。
「~ので」主要用于客观地叙述前项和后项的因果关系，后项多为已经成立、发生了的事或确定要成立的事,所以句尾不能使用表示命令、意志等的句子。
【例句】
△もう遅いから帰りましょう。/因为时间已晚，回家吧。
△辛い物を食べたので、のどが渴いた。/因为吃了辣的东西，所以ロ很渴。
(2)
接续N＋から
意思∼が原因で  由于～的原因
功能场景用于表达的场景
例句
①たばこの火の不始末から火事になった。/由于烟的火没有处理好，所以酿成了火灾。
②一瞬の不注意から事故が起こる。運転中に携帯電話を使うのは危ない。/因为一时的大意，导致了事故。在开车过程中使用手机是很危险的。
③友人の無責任な一言から、彼女は会社にいられなくなり、辞めてしまった。/因为朋友不负责任的一句话，她离开了公司，辞职了。
解析
「∼から、…」の形で、「∼が原因で、…の結果となった」と言うときに用いる。采用「∼から、…」的形式，表示“由于～的原因，导致…的结果”。
易混淆语法辨析
から/ので/辨析：
①接续不同
「〜から」前面接续「句子的普通体/礼貌形」。
「〜ので」前面接续「动词普通形/イ形容词普通形/な形容词词干+な/名词+な」。
②意思相同，「〜から」和「〜ので」的意思都是“因为……”。
③区别
「〜から」通常表示说话人的主观原因和理由，后面常接表示说话人的请求、命令、劝诱等句子。
「~ので」主要用于客观地叙述前项和后项的因果关系，后项多为已经成立、发生了的事或确定要成立的事,所以句尾不能使用表示命令、意志等的句子。
【例句】
△もう遅いから帰りましょう。/因为时间已晚，回家吧。
△辛い物を食べたので、のどが渴いた。/因为吃了辣的东西，所以ロ很渴。
",N4
